[34m2013-10-24 07:32:26,610  INFO | main | org.springframework.web.context.ContextLoader           | Root WebApplicationContext: initialization started 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.XAPool                      | waiting for IN_POOL connections count to be > 0, currently is 4 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.XAPool                      | found IN_POOL connection a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 from an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | getting connection handle from a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to ACCESSIBLE in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to ACCESSIBLE in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to ACCESSIBLE in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | connection com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 was in state IN_POOL, testing it 
[0;39m[39m2013-10-24 07:40:53,688 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | testing with query 'SELECT 1 FROM reports' connection of a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,705 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | testQuery successfully tested connection of a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,705 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | got connection handle from a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,705 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.RecoveryHelper                     | recovering with STARTRSCAN 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.RecoveryHelper                     | STARTRSCAN recovered 0 xid(s) on an XAResourceHolderState with uniqueName=jdbc/enterpriseDS XAResource=com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 with XID null 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.RecoveryHelper                     | recovering with ENDRSCAN 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.RecoveryHelper                     | ENDRSCAN recovered 0 xid(s) on an XAResourceHolderState with uniqueName=jdbc/enterpriseDS XAResource=com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 with XID null 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.PoolingDataSource             | recovery xa resource is being closed: bitronix.tm.resource.common.RecoveryXAResourceHolder@1fc8f41 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcConnectionHandle          | closing a JdbcConnectionHandle of a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 on com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper@1a528f0 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | releasing to pool a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 1 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.TransactionContextHelper    | delisting a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 from null 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.TransactionContextHelper    | resource is not in enlisting global transaction context: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,706 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.TransactionContextHelper    | requeuing a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 from null 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.TransactionContextHelper    | resource is not in enlisting global transaction context: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.TransactionContextHelper    | looking in in-flight transactions for XAResourceHolderState of a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAResourceHolder    | resource not enlisted in any transaction: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.TransactionContextHelper    | resource not in enlisting global transaction context, immediately releasing to pool a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from ACCESSIBLE to IN_POOL in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | closing 0 dangling uncached statement(s) 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | clearing warnings of com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper@1a528f0 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from ACCESSIBLE to IN_POOL in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state ACCESSIBLE with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from ACCESSIBLE to IN_POOL in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,707 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | requeued JDBC connection of a PoolingDataSource containing an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.common.XAPool                      | a connection's state changed to IN_POOL, notifying a thread eventually waiting for a connection 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.resource.jdbc.JdbcPooledConnection          | released to pool a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | recovered 0 XID(s) from resource jdbc/enterpriseDS 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | found 0 dangling record(s) in journal 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | committed 0 dangling transaction(s) 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | rolling back aborted branch(es) 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | checking 0 branch(es) on jdbc/registryDS for rollback 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | checked 0 branch(es) on jdbc/registryDS for rollback 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | checking 0 branch(es) on jdbc/enterpriseDS for rollback 
[0;39m[39m2013-10-24 07:40:53,708 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | checked 0 branch(es) on jdbc/enterpriseDS for rollback 
[0;39m[39m2013-10-24 07:40:53,709 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | rolled back 0 aborted branch(es) 
[0;39m[39m2013-10-24 07:40:53,709 DEBUG | bitronix-recovery-thread | bitronix.tm.recovery.Recoverer                          | recovery committed 0 dangling transaction(s) and rolled back 0 aborted transaction(s) on 2 resource(s) [jdbc/registryDS, jdbc/enterpriseDS] (restricted to serverId 'reports-spring-btm-node0') 
[0;39m[39m2013-10-24 07:40:57,682 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | running a PoolShrinkingTask scheduled for Thu Jan 01 19:38:32 FET 1970 on an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:57,682 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | shrinking an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:57,682 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@1a01274 - closing time: 59968915, now time: 59912910 
[0;39m[39m2013-10-24 07:40:57,682 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@212395 - closing time: 59912800, now time: 59912910 
[0;39m[39m2013-10-24 07:40:57,683 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@212395 
[0;39m[39m2013-10-24 07:40:57,683 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@212395 
[0;39m[39m2013-10-24 07:40:57,683 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state CLOSED with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@212395 
[0;39m[39m2013-10-24 07:40:57,683 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@14c1974 - closing time: 59912807, now time: 59912910 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@14c1974 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@14c1974 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state CLOSED with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@14c1974 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@f7712e - closing time: 59912818, now time: 59912910 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@f7712e 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@f7712e 
[0;39m[39m2013-10-24 07:40:57,684 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/registryDS in state CLOSED with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@f7712e 
[0;39m[39m2013-10-24 07:40:57,685 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | closed 3 idle connection(s) 
[0;39m[39m2013-10-24 07:40:57,691 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | dataSource is JDBC4 or newer and supports isValid(), but enableJdbc4ConnectionTest is not set or is false 
[0;39m[39m2013-10-24 07:40:57,691 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | detected JDBC connection class 'class com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper' is version 4 type 
[0;39m[39m2013-10-24 07:40:57,697 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | dataSource is JDBC4 or newer and supports isValid(), but enableJdbc4ConnectionTest is not set or is false 
[0;39m[39m2013-10-24 07:40:57,697 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | detected JDBC connection class 'class com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper' is version 4 type 
[0;39m[39m2013-10-24 07:40:57,703 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | dataSource is JDBC4 or newer and supports isValid(), but enableJdbc4ConnectionTest is not set or is false 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | detected JDBC connection class 'class com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper' is version 4 type 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | shrunk an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | scheduling pool shrinking task on an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available) for Thu Jan 01 19:39:32 FET 1970 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | removing task by an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | cancelled a PoolShrinkingTask scheduled for Thu Jan 01 19:38:32 FET 1970 on an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available), total task(s) still queued: 2 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | scheduled a PoolShrinkingTask scheduled for Thu Jan 01 19:39:32 FET 1970 on an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available), total task(s) queued: 3 
[0;39m[39m2013-10-24 07:40:57,704 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | successfully ran a PoolShrinkingTask scheduled for Thu Jan 01 19:38:32 FET 1970 on an XAPool of resource jdbc/registryDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:40:57,705 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | total task(s) still queued: 3 
[0;39m[39m2013-10-24 07:41:53,222 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | running a PoolShrinkingTask scheduled for Thu Jan 01 19:39:28 FET 1970 on an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:41:53,223 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | shrinking an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:41:53,223 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@16cf346 - closing time: 59968935, now time: 59968451 
[0;39m[39m2013-10-24 07:41:53,224 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@1b0f345 - closing time: 59968349, now time: 59968451 
[0;39m[39m2013-10-24 07:41:53,224 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@1b0f345 
[0;39m[39m2013-10-24 07:41:53,224 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@1b0f345 
[0;39m[39m2013-10-24 07:41:53,225 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state CLOSED with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@1b0f345 
[0;39m[39m2013-10-24 07:41:53,226 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@13a4530 - closing time: 59968363, now time: 59968451 
[0;39m[39m2013-10-24 07:41:53,226 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@13a4530 
[0;39m[39m2013-10-24 07:41:53,227 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@13a4530 
[0;39m[39m2013-10-24 07:41:53,227 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state CLOSED with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@13a4530 
[0;39m[39m2013-10-24 07:41:53,228 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | checking if connection can be closed: a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@106810e - closing time: 59968372, now time: 59968451 
[0;39m[39m2013-10-24 07:41:53,228 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@106810e 
[0;39m[39m2013-10-24 07:41:53,229 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | state changing from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state IN_POOL with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@106810e 
[0;39m[39m2013-10-24 07:41:53,229 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.AbstractXAStatefulHolder    | notifying 2 stateChangeEventListener(s) about state changed from IN_POOL to CLOSED in a JdbcPooledConnection from datasource jdbc/enterpriseDS in state CLOSED with usage count 0 wrapping com.mysql.jdbc.jdbc2.optional.JDBC4MysqlXAConnection@106810e 
[0;39m[39m2013-10-24 07:41:53,230 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | closed 3 idle connection(s) 
[0;39m[39m2013-10-24 07:41:53,248 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | dataSource is JDBC4 or newer and supports isValid(), but enableJdbc4ConnectionTest is not set or is false 
[0;39m[39m2013-10-24 07:41:53,249 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | detected JDBC connection class 'class com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper' is version 4 type 
[0;39m[39m2013-10-24 07:41:53,261 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | dataSource is JDBC4 or newer and supports isValid(), but enableJdbc4ConnectionTest is not set or is false 
[0;39m[39m2013-10-24 07:41:53,261 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | detected JDBC connection class 'class com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper' is version 4 type 
[0;39m[39m2013-10-24 07:41:53,267 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | dataSource is JDBC4 or newer and supports isValid(), but enableJdbc4ConnectionTest is not set or is false 
[0;39m[39m2013-10-24 07:41:53,268 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.jdbc.JdbcPooledConnection          | detected JDBC connection class 'class com.mysql.jdbc.jdbc2.optional.JDBC4ConnectionWrapper' is version 4 type 
[0;39m[39m2013-10-24 07:41:53,268 DEBUG | bitronix-task-scheduler | bitronix.tm.resource.common.XAPool                      | shrunk an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) 
[0;39m[39m2013-10-24 07:41:53,268 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | scheduling pool shrinking task on an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) for Thu Jan 01 19:40:28 FET 1970 
[0;39m[39m2013-10-24 07:41:53,268 DEBUG | bitronix-task-scheduler | bitronix.tm.timer.TaskScheduler                         | removing task by an XAPool of resource jdbc/enterpriseDS with 4 connection(s) (4 still available) 
